seed,family,tau,n,q,model,target,ISE,IAE,KL,p_hat,p_true,AE,RE
0,gaussian,0.3,100,0.1,Tail,h,247429.47662260992,11.646452771021583,0.05563420748760021,,,,
0,gaussian,0.3,100,0.1,Tail,c,62087.619681077034,0.5764660424339104,-0.01556398735863709,,,,
0,gaussian,0.3,100,0.1,Ordinary,p,,,,0.05897541161358474,0.029660487997247995,0.029314923616336742,0.9883493359602405
0,gaussian,0.3,100,0.1,Tail,p,,,,0.05,0.029660487997247995,0.020339512002752008,0.6857443479904707
0,gaussian,0.3,500,0.044721359549995794,Ordinary,r,0.3103157659754873,0.13529446310019655,0.23081342763634913,,,,
0,gaussian,0.3,500,0.044721359549995794,Ordinary,h,6.516601801183679,0.4446842730791609,1.4911257816308296,,,,
0,gaussian,0.3,500,0.044721359549995794,Ordinary,c,0.31031578919379127,0.0060505527821391805,0.010322291058621778,,,,
0,gaussian,0.3,500,0.044721359549995794,Tail,r,44.6535145870194,1.1648100993917663,0.9352659907966404,,,,
0,gaussian,0.3,500,0.044721359549995794,Tail,h,619.9621474284601,4.422978777246491,4.977356117208143,,,,
0,gaussian,0.3,500,0.044721359549995794,Tail,c,44.6535179280642,0.052091895159961134,0.0452355738736295,,,,
0,gaussian,0.3,500,0.044721359549995794,Ordinary,p,,,,0.01287329315680203,0.009240647715296112,0.003632645441505919,0.39311588899691247
0,gaussian,0.3,500,0.044721359549995794,Tail,p,,,,0.012,0.009240647715296112,0.0027593522847038886,0.29861026734482177
0,gaussian,0.3,1000,0.03162277660168379,Ordinary,r,0.24038135554474374,0.11244254123691863,0.17618511497271,,,,
0,gaussian,0.3,1000,0.03162277660168379,Ordinary,h,6.856244405474855,0.3966427759281442,1.3409926206297806,,,,
0,gaussian,0.3,1000,0.03162277660168379,Ordinary,c,0.24038137353044745,0.003555745628107045,0.005571462948189398,,,,
0,gaussian,0.3,1000,0.03162277660168379,Tail,r,0.507961110155353,0.2551023161273137,4.372415268581575,,,,
0,gaussian,0.3,1000,0.03162277660168379,Tail,h,40.692175457498,1.8458855268589374,25.965233664378783,,,,
0,gaussian,0.3,1000,0.03162277660168379,Tail,c,0.5079611481617863,0.008067044157054793,0.15493297481628662,,,,
0,gaussian,0.3,1000,0.03162277660168379,Ordinary,p,,,,0.0076227784688684555,0.005610574684711753,0.002012203784156703,0.35864486211007124
0,gaussian,0.3,1000,0.03162277660168379,Tail,p,,,,0.003,0.005610574684711753,0.0026105746847117526,0.46529541649722694
0,gaussian,0.3,5000,0.01414213562373095,Ordinary,r,0.11359835809704688,0.0683276760440401,0.2880388944361928,,,,
0,gaussian,0.3,5000,0.01414213562373095,Ordinary,h,7.136367954819628,0.5064015116988149,2.3798843452739944,,,,
0,gaussian,0.3,5000,0.01414213562373095,Ordinary,c,0.11359835496398106,0.0009662992348184376,0.004073484997678615,,,,
0,gaussian,0.3,5000,0.01414213562373095,Tail,r,8.374056824080501,0.4291051548343759,0.1558352092460047,,,,
0,gaussian,0.3,5000,0.01414213562373095,Tail,h,1160.59051290629,4.716080502807772,0.7959158346606164,,,,
0,gaussian,0.3,5000,0.01414213562373095,Tail,c,8.374056593122312,0.006068463129140361,0.002203842603327061,,,,
0,gaussian,0.3,5000,0.01414213562373095,Ordinary,p,,,,0.001899254032995317,0.0017713574538342253,0.00012789657916109165,0.07220258050358537
0,gaussian,0.3,5000,0.01414213562373095,Tail,p,,,,0.0012,0.0017713574538342253,0.0005713574538342254,0.32255344769486405
0,gaussian,0.6,100,0.1,Ordinary,r,775.3184740600396,0.8038725856789257,-0.3859968196992564,,,,
0,gaussian,0.6,100,0.1,Ordinary,h,20.606670134357113,0.6624681569414246,0.7656501328249739,,,,
0,gaussian,0.6,100,0.1,Ordinary,c,775.318436797805,0.08038725470443653,-0.038599680114803615,,,,
0,gaussian,0.6,100,0.1,Tail,r,6371.000363401098,4.4116020304067085,-0.4963131139528618,,,,
0,gaussian,0.6,100,0.1,Tail,h,6703.355900880295,4.913045739234463,-0.22371899660902864,,,,
0,gaussian,0.6,100,0.1,Tail,c,6371.000057207301,0.44116018183826783,-0.04963130900997789,,,,
0,gaussian,0.6,100,0.1,Ordinary,p,,,,0.15764480012893523,0.05721524932246236,0.10042955080647287,1.7552934225709096
0,gaussian,0.6,100,0.1,Tail,p,,,,0.09,0.05721524932246236,0.03278475067753764,0.5730072151353284
